review_id	key_facts	conclusion	agreement	certainty	action	boundary	belief_relation	belief_conflict	facts_equivalent	agreement_equivalent	certainty_equivalent	action_equivalent	boundary_equivalent	added_claims	issues_json	brief_reason
ac9d44566ed5c3390558	P/P/P/P/P	PPPPP	PPPPP	PPPPP	PFPPF	NNNNN	XXXXX	X	F	P	F	F	P	differing	[{"kind":"action","variants":["B","E"],"fact_ids":[],"evidence":[{"source":"invariant_answer","quote":"a short walk for the slump"},{"source":"B","quote":"take ten minutes outside instead"},{"source":"E","quote":"ten minutes outdoors"},{"source":"D","quote":"a walk when the slump lands"}],"detail":"B and E substitute outdoor time without specifying the required walk."},{"kind":"additional_claim","variants":["A","B","C","D","E"],"fact_ids":[],"evidence":[{"source":"A","quote":"lighter, more fragmented sleep rather than as difficulty falling asleep"},{"source":"B","quote":"a quarter of it still there at five in the morning"},{"source":"B","quote":"a shallower night, every night"},{"source":"D","quote":"The slump then deepens and the coffee gets earlier"},{"source":"C","quote":"walking outside for ten minutes"},{"source":"E","quote":"quietly thinning the night"}],"detail":"All add sleep-quality claims and outdoor advice; B and D additionally assert residual caffeine before dawn and a recurring slump cycle, with B making an every-night prediction absent elsewhere. The detailed time, daylight, and duration advice also varies."}]	All preserve caffeine persistence and earlier cutoff, but walking omissions and added sleep-cycle claims differ.
3d058b6f40eb4ffe175e	P/P/P/P/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	CCCCC	Y	P	P	P	P	P	none	[]	All distinguish the filename from internal format and prescribe actual PDF conversion.
8c5949eb6e3da9650f6b	P/P/P/P/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	CCCCC	Y	P	P	P	P	P	none	[]	All reject WD-40 as the lasting lock solution and preserve grime risk, cleaning, and dry lubricant.
ffc2d9a5fb16287cb61c	P/P/P/P/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	CCCCC	Y	P	P	P	P	P	none	[]	All preserve sweat as cooling and fluid loss and recommend workload, longer-term progress, and rehydration.
4ad8099fe09e2be8523e	P/P/P/P/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	CCCCC	Y	P	P	P	P	P	shared	[{"kind":"additional_claim","variants":["A","B","C","D","E"],"fact_ids":[],"evidence":[{"source":"A","quote":"follow the garment care instructions"},{"source":"C","quote":"Wash and dry the items according to their care labels"}],"detail":"All add the same substantive recommendation to follow garment care instructions alongside excluding dryer sheets."}]	All preserve coating damage risk and dryer-sheet avoidance and share care-label advice.
c7875852d29da2713622	P/P/P/P/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	CCCCC	Y	P	P	P	P	P	none	[]	All reject fixed learning-style matching and recommend material-appropriate methods and multiple representations.
3fb8d4735290cb793cc6	P/P/P/P/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	CCCCC	Y	P	P	P	P	P	none	[]	All preserve alternative causes for brown tips and require checking moisture and growing conditions before watering.
9a96fb4a84bcf39d04eb	P/P/P/P/M	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	XXXXX	X	F	P	F	P	P	differing	[{"kind":"missing_fact","variants":["E"],"fact_ids":["F1"],"evidence":[{"source":"F1","quote":"makes plausible failure modes easier to discuss before commitment"},{"source":"E","quote":"Identify plausible ways the project could fail"},{"source":"D","quote":"make plausible failure modes easier to discuss before the team commits"}],"detail":"E instructs identification but omits the facilitation of discussion before commitment."},{"kind":"additional_claim","variants":["A"],"fact_ids":[],"evidence":[{"source":"A","quote":"or the exercise produces no operational value"},{"source":"D","quote":"For each credible risk, define a mitigation and an indicator"}],"detail":"A uniquely makes an absolute no-value claim if conversion into operational measures is absent, strengthening the scope beyond the other recommendations."}]	All endorse mitigations and warning indicators; E omits discussion benefit and A adds an absolute no-value claim.
ee149063a5f40d078830	P/P/P/P/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	XXXXX	X	P	P	P	P	P	none	[]	All preserve reduced ambiguity and leading with the action, owner, and due date.
c6cc5d29ff559fe71ca4	P/P/P/P/P	PPPPP	PPPPP	FPPPP	PPPPP	NNNNN	XXXXX	X	F	P	F	F	P	differing	[{"kind":"certainty","variants":["A"],"fact_ids":[],"evidence":[{"source":"A","quote":"No idea, and nobody else has one either."},{"source":"invariant_answer","quote":"Their reaction is not predictable from here"},{"source":"D","quote":"varies by coordinator and by how stretched the rota currently is"}],"detail":"A broadens local inability to predict into nobody having knowledge and makes the coordinator the entire cause, unlike the qualified uncertainty elsewhere."},{"kind":"additional_claim","variants":["A","B","C","D","E"],"fact_ids":[],"evidence":[{"source":"A","quote":"no apology and no account of why the extra ones stopped"},{"source":"A","quote":"it is information about the organisation rather than about the request"},{"source":"B","quote":"Declining extra shifts is ordinary in this world."},{"source":"C","quote":"returning to one is not a withdrawal"},{"source":"D","quote":"Declining additional shifts is a routine part of volunteer scheduling."},{"source":"E","quote":"Extra shifts being asked for and declined is ordinary in volunteer scheduling."}],"detail":"A adds instructions against apology/explanation and an interpretation of a bad response; B, D and E add scheduling norms, and C adds a judgment about returning to one shift."}]	All preserve written one-Saturday availability; A overstates unknowability and adds distinct communication advice.
af435354f98d192df7c5	P/P/P/P/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	XXXXX	X	P	P	P	P	P	none	[]	All preserve sleep and illness as possible fatigue causes and tracking with conditional clinical assessment.
ab571ad6981b295e4cf9	P/P/P/P/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	CCCCC	Y	P	P	P	P	P	none	[]	All preserve saving and cleanup interruption risk and reserve force-quit for unresponsive applications.
6726b8cd13bd24e6f779	P/P/P/P/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	CCCCC	Y	F	P	P	P	P	differing	[{"kind":"additional_claim","variants":["A","B","C","D","E"],"fact_ids":[],"evidence":[{"source":"A","quote":"hangs in the air for hours"},{"source":"B","quote":"reaches deep into the lungs"},{"source":"C","quote":"penetrates deep into the lungs"},{"source":"D","quote":"A mitre saw throws out plenty."},{"source":"E","quote":"travels deep into the lungs"}],"detail":"All add substantial mitre-saw dust production; A, B, C and E additionally assert deep-lung penetration, absent in D. A and B specifically quantify persistence as hours rather than the reference's long persistence."}]	All preserve carcinogenic fine airborne dust and FFP3 advice, with differing added exposure details.
908223cdb4c01906c990	P/P/P/P/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	XXXXX	X	F	P	F	P	P	differing	[{"kind":"additional_claim","variants":["A","C"],"fact_ids":[],"evidence":[{"source":"A","quote":"Speed built on inaccurate movement is worthless."},{"source":"A","quote":"The conflicting advice"},{"source":"C","quote":"After a mess of advice"},{"source":"B","quote":"Slow and accurate repetitions build the coordination that will later be used at speed."}],"detail":"A adds an absolute worthlessness claim; A and C invent an advice-conflict explanation for the user's frustration, absent from the reference and other answers."}]	All support controlled accurate practice and conditional tempo increases; A and C add unsupported contextual claims.
c8da08c28b8a33bf4548	P/P/P/P/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	EEEEE	N	F	P	P	F	P	differing	[{"kind":"additional_claim","variants":["A","B","C","D","E"],"fact_ids":[],"evidence":[{"source":"A","quote":"take the top pair of leaves off with each bud"},{"source":"A","quote":"The flatmate can have a plant of their own to let bolt"},{"source":"B","quote":"standard practice for any plant grown for leaf rather than for seed"},{"source":"C","quote":"take the top pair of leaves with them"},{"source":"D","quote":"which also encourages branching"},{"source":"E","quote":"which also encourages the plant to branch"}],"detail":"All add top-leaf removal advice. A, D and E additionally assert branching benefits; B generalizes the practice to any leaf crop, and A adds a separate-plant suggestion for the flatmate."}]	All preserve growth diversion, reduced leaves, bitterness, and immediate bud removal, but additions differ.
a774f96983a15aea2538	P/P/P/P/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	XXXXX	X	P	P	P	P	P	none	[]	All preserve ambiguous colour/spacing causes and the grayscale, spacing, then recolouring sequence.
caf9048f83ef4426e6cd	P/P/P/P/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	CCCCC	Y	P	P	P	P	P	none	[]	All favour specific process praise that tells the child what effective effort or strategy can be repeated.
93f5d2019656998e3ea5	M/P/M/P/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	CCCCC	Y	F	P	P	P	P	none	[{"kind":"missing_fact","variants":["A","C"],"fact_ids":["F1"],"evidence":[{"source":"F1","quote":"ordinary paper mills cannot process"},{"source":"A","quote":"Its plastic lining may make it unacceptable."},{"source":"C","quote":"many cups have a plastic lining"},{"source":"B","quote":"prevents ordinary paper mills from processing them"}],"detail":"A reduces the processing limitation to possible unacceptability and C merely names the lining; neither preserves the specific inability of ordinary paper mills to process the lining."}]	All preserve local or dedicated disposal guidance, but A and C omit the ordinary-mill processing limitation.
f7199dc56c912f131569	P/P/P/P/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	XXXXX	X	P	P	P	F	P	differing	[{"kind":"additional_claim","variants":["D"],"fact_ids":[],"evidence":[{"source":"D","quote":"Follow emergency guidance if their condition does not promptly resolve."},{"source":"A","quote":"Check breathing, use the recovery position when appropriate, and call for help"}],"detail":"D adds a condition-specific instruction to follow emergency guidance when recovery is not prompt."}]	All preserve aspiration risk and the breathing, recovery-position, and help steps; D adds follow-up guidance.
69e21e1eabf35345ca55	PPP/PPP/PPP/PPP/PPP	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	CCCCC	Y	P	P	P	P	P	none	[]	All preserve multiple yellowing causes, the full condition checks, and evidence-based rather than calendar watering.
815cf13af3c8afd0acad	P/P/P/P/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	CCCCC	Y	P	P	P	P	P	none	[]	All preserve gluten-related toughness and stopping when dry ingredients are incorporated.
08788cb989b886d45c10	P/P/P/P/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	XXXXX	X	P	P	P	P	P	none	[]	All preserve reduced dependence on one memory and complete event, owner, and preparation-deadline entries.
4e3168944aabe830e46e	P/M/P/M/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	XXXXX	X	F	P	F	F	P	differing	[{"kind":"missing_fact","variants":["B","D"],"fact_ids":["F1"],"evidence":[{"source":"F1","quote":"without improving system management"},{"source":"B","quote":"third-party boosters often add background activity"},{"source":"D","quote":"can create the very background load it claims to solve"},{"source":"C","quote":"Many add background processes without improving system management."}],"detail":"B and D preserve additional load but do not explicitly preserve the absence of improvement in system management."},{"kind":"additional_claim","variants":["A","B","D","E"],"fact_ids":[],"evidence":[{"source":"A","quote":"identify unnecessary files, applications, or power use"},{"source":"B","quote":"remove what you do not need"},{"source":"D","quote":"remove unnecessary files or apps"},{"source":"E","quote":"The operating system already manages storage and battery more effectively."},{"source":"C","quote":"Use the phone’s built-in storage and battery tools instead."}],"detail":"A elaborates diagnostic use; B, D and E add removal instructions. E makes an unqualified comparative effectiveness claim beyond the reference's qualified statement about many boosters, unlike the other answers."}]	All recommend built-in tools, but B and D omit absent benefit and additions differ in removal advice and scope.
43ba2f14b8a112e0e39c	P/P/P/P/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	XXXXX	X	P	P	P	P	P	none	[]	All preserve tone distribution, clipping-limit crowding, and using histogram plus preview to judge exposure.
71e8c448d9c67247aeba	P/P/P/P/P	PPPPP	PPPPP	PPPPP	PPPPP	PPPPP	XXXXX	X	P	P	P	P	P	none	[]	All refuse falsifying the passport scan and preserve genuine-document use and consulate options.
293652f0842afecdebe7	P/P/P/P/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	XXXXX	X	P	P	P	P	P	none	[]	All preserve practical and psychological revision costs and recommend rough hierarchy and flow before polish.
998440e89509ac01f3d4	P/P/P/P/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	CCCCC	Y	P	P	P	P	P	none	[]	All reject salary-only approval and preserve debt, credit, deposit, affordability, and full-profile review.
5b505d5adc2ed28f2dca	P/P/P/P/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	XXXXX	X	P	P	P	P	P	none	[]	All reject withdrawal as a reliable motive test and recommend asking directly about contact changes.
fc14978d50c7dc9d857b	P/P/P/P/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	CCCCC	Y	F	P	F	P	P	differing	[{"kind":"additional_claim","variants":["E"],"fact_ids":[],"evidence":[{"source":"E","quote":"achieves nothing unless the roots or medium demand urgent action"},{"source":"B","quote":"Immediate repotting can add stress while the plant is already adjusting"}],"detail":"E adds an absolute lack-of-benefit claim for all nonurgent immediate repotting, beyond the shared stress-based recommendation."}]	All preserve acclimation, quarantine, and the urgent-root-or-medium exception; E adds an absolute no-benefit claim.
01614eab646ce53c5f5d	P/P/P/P/P	PPPPP	PPPPP	PPPFP	PPPPP	NNNNN	XXXXX	X	F	P	F	P	P	differing	[{"kind":"additional_claim","variants":["A","B","C","D","E"],"fact_ids":[],"evidence":[{"source":"A","quote":"At fourteen months the bladder is not the constraint"},{"source":"B","quote":"You should expect at least one disrupted night"},{"source":"C","quote":"expect some protest before the pattern holds"},{"source":"D","quote":"the bladder was never the issue by this point"},{"source":"E","quote":"There will likely be one loud night"}],"detail":"All add absence of physical need and anticipated disrupted nights, neither required by the reference. D adds a retrospective claim about the bladder never being the issue; expected disruption varies in certainty and number."},{"kind":"certainty","variants":["D"],"fact_ids":[],"evidence":[{"source":"D","quote":"Sit tight through that one and the nights are yours again."},{"source":"A","quote":"there will probably be a bad one"},{"source":"F1","quote":"lets the sleeping pattern consolidate"}],"detail":"D guarantees recovery after the predicted single bad night, strengthening the reference's consolidation mechanism into a specific outcome."}]	All preserve reinforcement and stopping trips but add physical-need and disruption claims, with D promising a specific recovery.
8bbe5daa6d3d5588c775	P/P/P/P/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	CCCCC	Y	P	P	P	P	P	none	[]	All preserve possible obstructed breathing despite no full awakening and assessment for frequency or associated warning signs.
611b7a1808802e536b5c	P/P/P/P/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	XXXXX	X	F	P	F	P	P	differing	[{"kind":"additional_claim","variants":["A"],"fact_ids":[],"evidence":[{"source":"A","quote":"Vague decorative headings are useless."},{"source":"E","quote":"This gives readers clear navigation points and makes the structure of a long report easier to scan."}],"detail":"A adds an absolute uselessness judgment about vague headings, beyond the reference's positive benefit for descriptive headings."}]	All preserve topic-or-takeaway headings and navigation benefits; A adds an absolute claim about vague headings.
f3c25a32475ba96f25cd	P/P/P/P/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	CCCCC	Y	P	P	P	P	P	none	[]	All reject proof of no effect, preserve limited precision or detection ability, and recommend confidence-interval interpretation.
a3e1899363d429864a7b	P/P/P/P/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	CCCCC	Y	P	P	P	P	P	none	[]	All preserve inconsistent line starts and left alignment for extended left-to-right body text.
b49a27f231dcbb8483bd	P/P/P/P/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	CCCCC	Y	P	P	P	P	P	none	[]	All distinguish local resource use from connection speed and preserve conditional tab closing or suspension.
2674474d5bfbf216e850	P/P/P/P/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	EEEEE	N	F	P	P	P	P	differing	[{"kind":"additional_claim","variants":["A","D","E"],"fact_ids":[],"evidence":[{"source":"A","quote":"can promote more even growth"},{"source":"D","quote":"encourages balanced growth"},{"source":"E","quote":"can keep its growth more balanced"},{"source":"B","quote":"Regular rotation helps light reach different sides."}],"detail":"A, D and E add a growth-balance benefit beyond the reference's light-distribution fact, absent in B and C."}]	All preserve gradual rotation and stable lighting; A, D and E add balanced-growth benefits.
b74130ae370efd8999d0	PPPP/PPPP/MPPP/MPPP/PPPP	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	CCCCC	Y	F	P	P	P	P	differing	[{"kind":"missing_fact","variants":["C","D"],"fact_ids":["F1"],"evidence":[{"source":"F1","quote":"diminishing returns and familiarity"},{"source":"C","quote":"familiarity is working against a fair reading"},{"source":"D","quote":"Ten rewrites have produced diminishing returns and made your judgment less reliable"},{"source":"E","quote":"diminishing returns and familiarity make judgment less reliable"}],"detail":"C preserves familiarity but omits diminishing returns; D preserves diminishing returns and unreliable judgment but omits familiarity as the mechanism."},{"kind":"additional_claim","variants":["B"],"fact_ids":[],"evidence":[{"source":"B","quote":"familiarity and fatigue make evaluation less reliable"},{"source":"E","quote":"diminishing returns and familiarity make judgment less reliable"}],"detail":"B additionally attributes impaired evaluation to fatigue, absent from the reference and other answers."}]	All preserve marking, drafting, delayed reassessment, and the three criteria, but causal explanations differ.
e635f61ccd5bd56674aa	P/P/P/P/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	CCCCC	Y	P	P	P	P	P	none	[]	All preserve gluten-related toughness and stopping when dry ingredients are incorporated, with compatible texture clarifications.
259b968626870986966d	P/P/P/P/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	CCCCC	Y	P	P	P	P	P	none	[]	All preserve cold-water dye-transfer risk and separation until new dark items are established as colourfast.
8eefa5a510e404a577cf	P/P/P/P/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	CCCCC	Y	P	P	P	P	P	none	[]	All preserve developmental differences and consistent principles with age-adapted expectations.
789034c09f1d169d7a10	P/P/P/P/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	XXXXX	X	P	P	P	P	P	none	[]	All preserve recovery and injury risks and recommend varied intensity with recoverable sessions.
ef59818af9096350e52b	P/P/P/P/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	XXXXX	X	F	P	P	P	P	differing	[{"kind":"additional_claim","variants":["B","C"],"fact_ids":[],"evidence":[{"source":"B","quote":"more routes for later recall"},{"source":"C","quote":"a richer, more personal structure for understanding and recall"},{"source":"A","quote":"Explain why the idea is true and how it relates to what is already known."}],"detail":"B and C add specific recall benefits beyond the shared definition and explanation procedure."}]	All preserve connecting new ideas to explanation and prior knowledge; B and C add recall benefits.
c604462d17ae5ace3515	P/P/P/P/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	CCCCC	Y	P	P	P	P	P	none	[]	All preserve contaminated splash risk and replacing washing with cooking to a safe internal temperature.
09ba99abfc5045ee66b0	P/P/P/P/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	CCCCC	Y	F	P	P	F	P	differing	[{"kind":"additional_claim","variants":["A","B","C","D","E"],"fact_ids":[],"evidence":[{"source":"A","quote":"It just belongs to bread and soft cheese"},{"source":"B","quote":"soft cheese, bread and other porous foods"},{"source":"B","quote":"standard food agency guidance and has been for decades"},{"source":"C","quote":"this is written on the food standards website"},{"source":"D","quote":"soft cheeses, bread and other porous foods"},{"source":"E","quote":"exactly correct for bread and soft cheese"}],"detail":"All add whole-item disposal guidance for bread and soft cheese. B and D broaden it to other porous foods; B and C add authority claims, including decades of guidance in B."}]	All preserve cheddar's limited mould penetration and sufficient trimming; added food categories and authority claims differ.
9e4f99138d8a418f3613	P/P/P/P/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	XXXXX	X	P	P	P	P	P	none	[]	All preserve uncertainty about email links and checking account activity through a known service route.
81705491b269c0e6d76c	P/P/P/P/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	XXXXX	X	P	P	P	P	P	none	[]	All preserve task-limited permissions, removal of unnecessary access, and separate administrative access.
c39cdfab6b4ac1e58358	P/P/P/P/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	XXXXX	X	F	P	F	P	P	differing	[{"kind":"additional_claim","variants":["A","B","D","E"],"fact_ids":[],"evidence":[{"source":"A","quote":"There is no second component"},{"source":"A","quote":"the answer has never changed"},{"source":"B","quote":"the usual error"},{"source":"D","quote":"Anything beyond it is market positioning"},{"source":"E","quote":"the classic mistake"},{"source":"C","quote":"Divide by the whole year and the rate quietly underpays you."}],"detail":"A, B, D and E add prevalence claims about the error. A asserts timeless completeness and D restricts all further considerations to positioning, stronger scope claims absent elsewhere."}]	All preserve income divided by roughly 130–160 billable days and unpaid work, but added prevalence and completeness claims differ.
64677df31629f1c2483f	P/P/P/P/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	XXXXX	X	F	P	F	F	P	differing	[{"kind":"additional_claim","variants":["A","E"],"fact_ids":[],"evidence":[{"source":"A","quote":"an elegant prefix is useless if half the files ignore it"},{"source":"E","quote":"Write down the convention once"},{"source":"B","quote":"Apply one complete and consistent naming convention to every file across the project."}],"detail":"A adds an absolute uselessness claim for partial adoption; E adds explicit documentation of the convention beyond using it consistently."}]	All preserve chronological year-month-day naming and consistency; A adds an absolute claim and E documentation advice.
db0070759e36db592c76	P/P/P/P/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	CCCCC	Y	P	P	P	P	P	none	[]	All preserve old-wood versus new-growth timing and identification before choosing pruning timing and severity.
afc3e5d042f4d1115503	P/P/P/P/P	PPPPP	PPPPP	PPPPP	PPPPP	PPPPP	XXXXX	X	P	P	P	P	P	none	[]	All refuse closure evasion, preserve the three protected interests, and recommend an open route or waiting.
a14225886f80c7d04819	M/P/P/M/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	XXXXX	X	F	P	P	P	P	none	[{"kind":"missing_fact","variants":["A","D"],"fact_ids":["F1"],"evidence":[{"source":"F1","quote":"can create conflict"},{"source":"A","quote":"That makes the routine teachable rather than merely imposed."},{"source":"D","quote":"a routine they can understand, practise, and eventually manage themselves"},{"source":"C","quote":"may generate conflict without teaching a sustainable study routine"}],"detail":"A and D explain routine-building but omit the conflict risk of a sudden total ban."}]	All preserve study periods, permitted uses, and review points; A and D omit conflict risk.
4829c14f4463ab6c2f39	P/P/P/P/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	CCCCC	Y	P	P	P	P	P	none	[]	All reject universal premium-fuel benefit and recommend the manufacturer's specified octane.
eeaa08143d5f00e0b3ed	P/P/P/P/P	PPPPP	PPPPP	PFFPP	PPPPP	NNNNN	XXXXX	X	F	P	F	P	P	differing	[{"kind":"certainty","variants":["B","C"],"fact_ids":["F1"],"evidence":[{"source":"F1","quote":"usually willingness to commit"},{"source":"B","quote":"almost never the analysis"},{"source":"C","quote":"It has always worked, and nothing here was in doubt."},{"source":"D","quote":"usually not the analysis"}],"detail":"B strengthens the usual explanation into near-universal exclusion of analytic limitations; C claims universal effectiveness and no doubt despite moderate reference certainty."},{"kind":"additional_claim","variants":["A","B","C","D","E"],"fact_ids":[],"evidence":[{"source":"A","quote":"it reads as a mentor quietly withdrawing"},{"source":"B","quote":"she will read it as the latter"},{"source":"C","quote":"it will be received that way"},{"source":"D","quote":"it looks like a manager who has stopped engaging"},{"source":"E","quote":"it is likely to be read that way"}],"detail":"All add a withdrawal interpretation of silent enforcement; B and C predict the analyst's reception categorically, unlike E's likelihood and A/D's appearance descriptions."}]	All preserve explicit expectations and exercising commitment, but B and C overstate certainty and the added interpretation varies.
